"Gender","Age","Family_history_with_overweight","high_calorie_food_eat","vegetable_eat_daily","main_meals_daily","food_between_meals","SMOKE","Water_daily","Calories_monitoring","Physical_activity","Electronic_usage_daily","Alcohol_consumption","Method_of_Transport","Obesity_Level","food_between_meals_num","Alcohol_consumption_num","Obesity_Level_num","Method_of_Transport_num","Age_group","Diet_score"
"Female",17,"No","Yes",1.84,2,"Sometimes","No",2,"Yes",0.32,2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",17,"No","Yes",1.77,3,"Sometimes","No",1.08,"Yes",0.09,1.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",3
"Female",16,"Yes","Yes",2.39,1,"Sometimes","No",1.44,"Yes",0.11,1.2,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Female",23,"No","Yes",2.29,3,"Sometimes","No",2.66,"No",1.91,1.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",34,"Yes","Yes",3,3,"Sometimes","No",1.51,"No",0.17,0,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",3
"Male",22,"Yes","Yes",2,3,"Sometimes","No",1.15,"No",0.42,1,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Young adult",2
"Female",39,"Yes","Yes",2.49,3,"Sometimes","No",2.4,"No",0.58,0.4,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Middle age",3
"Male",19,"No","Yes",2.19,1,"No","No",2.81,"No",1,1.1,"Sometimes","Public Transportation","Overweight Level I",0,1,2,2,"Young adult",3
"Female",16,"Yes","Yes",2.21,1,"Sometimes","No",2,"Yes",0.95,1.8,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",4
"Female",17,"Yes","Yes",1.95,1,"Sometimes","No",1.33,"Yes",0.73,1.9,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",3
"Male",19,"Yes","Yes",2,2,"Sometimes","No",2.12,"No",0.53,0,"No","Public Transportation","Overweight Level I",1,0,2,2,"Young adult",3
"Female",19,"No","Yes",2.91,3,"Sometimes","No",1.62,"Yes",0.54,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",19,"No","Yes",2.63,3,"Sometimes","No",1.51,"Yes",0.3,0,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",17,"Yes","Yes",3,3,"Sometimes","No",2,"Yes",0.66,1.8,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",5
"Female",17,"Yes","Yes",2.75,3,"Sometimes","No",2,"Yes",0.55,1.6,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Teen",4
"Male",29,"No","Yes",1.6,4,"Sometimes","No",1.27,"No",1.5,0.4,"No","Automobile","Overweight Level I",1,0,2,0,"Adult",3
"Female",32,"Yes","Yes",2.89,3,"Sometimes","No",1.02,"No",0.59,0.9,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Female",31,"Yes","Yes",2.37,3,"Sometimes","No",1.03,"No",0.68,0.3,"Sometimes","Automobile","Overweight Level I",1,1,2,0,"Adult",2
"Male",18,"Yes","Yes",2,3,"Sometimes","No",2.12,"No",0.05,0,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Teen",3
"Male",19,"Yes","Yes",2.15,4,"Sometimes","No",2.7,"No",2,0.2,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",19,"Yes","Yes",2.79,4,"Sometimes","No",2.43,"No",2.09,0.4,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Female",19,"Yes","Yes",2,2,"Sometimes","No",3,"No",1.38,1.8,"No","Public Transportation","Overweight Level I",1,0,2,2,"Young adult",3
"Female",18,"Yes","Yes",2,2,"Sometimes","No",1.32,"No",0,1.6,"No","Public Transportation","Overweight Level I",1,0,2,2,"Teen",2
"Female",18,"Yes","Yes",2.99,3,"Sometimes","No",2,"No",1,1.4,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Teen",3
"Female",18,"Yes","Yes",2.93,3,"Sometimes","No",2.21,"No",1,0.8,"Frequently","Public Transportation","Overweight Level I",1,2,2,2,"Teen",3
"Female",19,"No","Yes",2.71,3,"Sometimes","No",1.98,"Yes",0.45,0.9,"Sometimes","Public Transportation","Overweight Level I",1,1,2,2,"Young adult",3
"Male",21,"Yes","Yes",2.01,2,"Sometimes","No",2,"No",0.54,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2.39,"No",0.81,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",20,"Yes","Yes",2,3,"Sometimes","No",2,"No",1.67,1.4,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",32,"Yes","Yes",2,3,"Sometimes","No",2.18,"No",1,0,"Sometimes","Walking","Overweight Level II",1,1,3,3,"Adult",4
"Male",31,"Yes","Yes",2.3,4,"Sometimes","No",1.74,"No",0.09,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Male",29,"Yes","Yes",2.12,4,"Sometimes","No",1.72,"No",0,1,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.94,1.4,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.45,2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",28,"Yes","No",2,3,"Sometimes","No",1.97,"No",1.86,1.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",3
"Male",38,"Yes","Yes",2.9,2,"Sometimes","No",2.76,"No",0.86,1,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Middle age",2
"Male",35,"Yes","Yes",2,3,"Sometimes","No",1.29,"No",0.88,0.8,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",20,"Yes","No",2.45,3,"Sometimes","No",2,"No",2.18,1.3,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",5
"Female",22,"Yes","No",2,3,"Sometimes","No",1.45,"No",0.33,0.5,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",19,"Yes","Yes",2.75,3,"Sometimes","No",2.96,"No",2.24,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",20,"Yes","No",2.42,3,"Sometimes","No",1.94,"No",1.42,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",20,"Yes","No",2.51,3,"Sometimes","No",1.13,"No",0.1,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",22,"Yes","Yes",1.77,2,"Sometimes","No",2,"No",0,1.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",22,"Yes","Yes",1.57,2,"Sometimes","No",2,"No",0,0.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.97,1.5,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",23,"Yes","Yes",2,3,"Sometimes","No",1.14,"No",0.81,1.6,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.02,"No",0,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.81,"No",0.81,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",25,"Yes","Yes",2.66,3,"Sometimes","No",3,"No",0.55,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",31,"Yes","Yes",2,3,"Sometimes","No",1.18,"No",0.16,0.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.88,"No",0,0.3,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",28,"Yes","Yes",3,3,"Sometimes","No",1.7,"No",1.73,1,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Adult",3
"Male",17,"Yes","No",2.1,3,"Sometimes","No",1.54,"No",1,0.8,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",4
"Female",19,"Yes","Yes",2.06,3,"Sometimes","No",3,"No",0.36,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",25,"Yes","Yes",1.32,3,"Sometimes","No",2,"No",1.81,1.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",22,"Yes","Yes",1.88,2,"Sometimes","No",2,"No",0,1.5,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",23,"Yes","Yes",2.95,3,"Sometimes","No",2.97,"No",0,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",23,"Yes","Yes",2.07,3,"Sometimes","No",1.08,"No",0,1.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",25,"Yes","Yes",2.55,3,"Sometimes","No",2.27,"No",0.5,1,"Frequently","Public Transportation","Overweight Level II",1,2,3,2,"Young adult",3
"Male",34,"Yes","Yes",2,2,"Sometimes","No",2.48,"No",0.89,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Female",26,"Yes","Yes",2,3,"Sometimes","No",2,"No",0,0.4,"Frequently","Public Transportation","Overweight Level II",1,2,3,2,"Adult",3
"Male",55,"No","Yes",2,3,"Sometimes","No",2,"No",1,0,"No","Automobile","Overweight Level II",1,0,3,0,"Older",4
"Male",34,"Yes","Yes",2.69,3,"Sometimes","No",2.65,"No",1.97,0.9,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.83,2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",18,"Yes","Yes",2.82,3,"Sometimes","No",1.95,"No",1,0.8,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",3
"Female",42,"Yes","Yes",2,3,"Sometimes","No",1,"No",0,1.5,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.71,1.5,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",28,"Yes","No",2,1,"Sometimes","No",1,"No",0.26,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Adult",3
"Female",25,"Yes","No",2,1,"Sometimes","No",1,"No",0.74,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Female",21,"Yes","No",2,2,"Sometimes","No",2,"No",0.27,0.6,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",23,"Yes","No",2.25,4,"Sometimes","No",2,"No",0.93,0.9,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",5
"Male",23,"Yes","Yes",2,3,"Sometimes","No",1.52,"No",0.28,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",23,"Yes","Yes",2,2,"Sometimes","No",1.63,"No",0.88,1.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",1
"Female",38,"Yes","Yes",3,3,"Sometimes","No",2.98,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",5
"Female",37,"Yes","Yes",2.03,3,"Sometimes","No",1.52,"No",0,1.5,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Female",33,"Yes","Yes",3,3,"Sometimes","No",2,"No",1.75,0.7,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",5
"Female",34,"Yes","Yes",2.6,2,"Sometimes","No",1.64,"No",0.66,1,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",2
"Male",31,"Yes","Yes",2.76,3,"Sometimes","No",2.55,"No",1.43,0.5,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",3
"Male",34,"Yes","Yes",2,2,"Sometimes","No",3,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",18,"Yes","No",3,4,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",5
"Female",18,"Yes","No",3,4,"Sometimes","No",2,"No",1,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",5
"Male",19,"Yes","No",1.93,3,"Sometimes","No",2.77,"No",0,0.1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",5
"Male",50,"Yes","Yes",2,3,"Sometimes","No",1.77,"No",0.94,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",17,"Yes","Yes",2,3,"Sometimes","No",2.8,"No",1,0.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",18,"Yes","Yes",2.85,3,"Sometimes","No",2.88,"No",1,0.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",18,"Yes","Yes",2.65,1,"Sometimes","No",1.71,"No",1.88,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",1
"Female",34,"Yes","Yes",3,2,"Sometimes","No",2,"No",0.39,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",17,"Yes","Yes",2,3,"Sometimes","No",3,"No",1.07,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",33,"Yes","Yes",2,3,"Sometimes","No",2.99,"No",2.15,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",33,"Yes","Yes",2.63,3,"Sometimes","No",2.25,"No",2.69,0.8,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Female",36,"Yes","Yes",2,1,"Sometimes","No",2,"No",1.47,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Female",20,"Yes","No",2.52,2,"Sometimes","No",2.4,"No",2.36,0.4,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",18,"Yes","No",3,4,"Sometimes","No",2,"No",2,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",5
"Male",34,"Yes","Yes",2,3,"Sometimes","No",2.63,"No",1,0.1,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",3
"Male",23,"Yes","Yes",2.78,3,"Sometimes","No",2.98,"No",2.16,0.2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",19,"Yes","No",1.65,3,"Sometimes","No",2,"No",1.73,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",19,"Yes","No",1.96,3,"Sometimes","No",2,"No",1.66,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",29,"Yes","Yes",2.13,3,"Sometimes","No",1.75,"No",1.73,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",27,"Yes","Yes",2.68,1,"Sometimes","No",1.06,"No",1.52,0.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",1
"Male",21,"Yes","Yes",2.27,3,"Sometimes","No",2,"No",2.22,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",33,"Yes","Yes",2,3,"Sometimes","No",2.21,"No",1.29,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",18,"Yes","No",3,3,"Sometimes","No",2,"No",1.27,0.2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",5
"Male",30,"Yes","Yes",2,2,"Sometimes","No",1.79,"No",0.89,0.3,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",1
"Male",33,"Yes","Yes",2,3,"Sometimes","No",1.12,"No",1,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",24,"Yes","Yes",1.31,3,"Sometimes","No",2,"No",0,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.69,"No",0,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",19,"Yes","No",2.26,4,"Sometimes","No",1.17,"No",0.68,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",34,"Yes","Yes",2,3,"Sometimes","No",2.64,"No",0.29,1.5,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Female",34,"Yes","Yes",2.69,2,"Sometimes","No",1.72,"No",0.67,0.7,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",2
"Male",23,"Yes","Yes",2.71,3,"Sometimes","No",1.53,"No",1,0.2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",43,"Yes","Yes",2.35,3,"Sometimes","No",1.83,"No",0.71,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Female",45,"Yes","Yes",2.6,3,"Sometimes","No",1,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",22,"Yes","Yes",1.72,2,"Sometimes","No",2,"No",0,0.3,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.72,1.3,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",31,"Yes","Yes",2,2,"Sometimes","No",2,"No",1,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",31,"Yes","Yes",2.8,4,"Sometimes","No",1.37,"No",0.02,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.94,1.7,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",30,"Yes","No",2.03,3,"Sometimes","No",1.98,"No",0.99,0.3,"No","Public Transportation","Overweight Level II",1,0,3,2,"Adult",4
"Male",34,"Yes","Yes",2,2,"Sometimes","No",2.17,"No",0.34,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",20,"Yes","No",2.49,3,"Sometimes","No",1.85,"No",0.95,1.4,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",19,"Yes","Yes",2.44,3,"Sometimes","No",2.83,"No",3,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Female",20,"Yes","No",2,3,"Sometimes","No",1.21,"No",1.92,1.2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",22,"Yes","Yes",1.34,2,"Sometimes","No",2,"No",0,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",23,"Yes","Yes",2,3,"Sometimes","No",1.96,"No",0.19,1.7,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",24,"Yes","Yes",2,3,"Sometimes","No",2.75,"No",0,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",23,"Yes","Yes",2,3,"Sometimes","No",2.14,"No",0,0.1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",29,"Yes","Yes",2,2,"Sometimes","No",2,"No",0,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",24,"Yes","Yes",2.61,3,"Sometimes","No",2,"No",0.45,0.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",28,"Yes","Yes",3,3,"Sometimes","No",1.51,"No",1.82,1,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Adult",3
"Male",17,"Yes","No",2.06,3,"Sometimes","No",1.91,"No",1,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Female",19,"Yes","No",2.7,3,"Sometimes","No",2.47,"No",1.86,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",24,"Yes","Yes",1.12,3,"Sometimes","No",2,"No",0.93,2,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",23,"Yes","Yes",2.12,3,"Sometimes","No",1,"No",0,1.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",28,"Yes","Yes",3,3,"Sometimes","No",2.15,"No",1.42,1,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Adult",4
"Male",34,"Yes","Yes",2.03,3,"Sometimes","No",2.8,"No",1.98,0.4,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Female",28,"Yes","Yes",2.94,2,"Sometimes","No",1.93,"No",0.53,0.4,"Frequently","Automobile","Overweight Level II",1,2,3,0,"Adult",1
"Male",55,"Yes","Yes",2,3,"Sometimes","No",2,"No",1,0,"No","Automobile","Overweight Level II",1,0,3,0,"Older",4
"Male",34,"Yes","Yes",2.88,3,"Sometimes","No",3,"No",2,0.8,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",20,"Yes","Yes",2,3,"Sometimes","No",2,"No",1.66,1.1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",38,"Yes","Yes",2.44,3,"Sometimes","No",1.03,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",22,"Yes","Yes",2,2,"Sometimes","No",1.72,"No",1.39,1.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",1
"Female",21,"Yes","No",2,2,"Sometimes","No",1,"No",0,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Female",25,"Yes","No",2,1,"Sometimes","No",1.64,"No",0.07,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",3
"Male",23,"Yes","Yes",2,2,"Sometimes","No",1.4,"No",0.89,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",1
"Female",39,"Yes","Yes",3,3,"Sometimes","No",2.99,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",5
"Female",34,"Yes","Yes",2.98,2,"Sometimes","No",1.87,"No",0.7,0.9,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",2
"Male",33,"Yes","Yes",2,2,"Sometimes","No",3,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Female",19,"Yes","No",2.77,3,"Sometimes","No",2.71,"No",0.7,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",19,"Yes","No",1.1,3,"Sometimes","No",2.45,"No",0,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",4
"Male",46,"Yes","Yes",2.13,3,"Sometimes","No",1.57,"No",0.87,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",17,"Yes","No",2.02,3,"Sometimes","No",2.83,"No",1,0.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",4
"Male",18,"Yes","No",2.74,3,"Sometimes","No",1.09,"No",0.11,0,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",4
"Female",38,"Yes","Yes",3,3,"Sometimes","No",2.5,"No",0,0,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",5
"Male",22,"Yes","Yes",1.59,3,"Sometimes","No",2.47,"No",1.74,1.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",33,"Yes","Yes",2,2,"Sometimes","No",2.41,"No",2.3,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Female",37,"Yes","Yes",2.01,3,"Sometimes","No",1.65,"No",0,0.8,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Female",19,"Yes","No",3,4,"Sometimes","No",2,"No",2.89,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",5
"Male",37,"Yes","Yes",2,2,"Sometimes","No",2.77,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Middle age",2
"Male",24,"Yes","Yes",2.69,3,"Sometimes","No",2.28,"No",0.97,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",18,"Yes","Yes",2.41,3,"Sometimes","No",1.99,"No",0.01,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",2
"Male",27,"Yes","Yes",2.92,2,"Sometimes","No",1.94,"No",1.93,1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",1
"Male",18,"Yes","Yes",3,3,"Sometimes","No",2,"No",2.04,0.9,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",4
"Male",33,"Yes","Yes",2,3,"Sometimes","No",2.04,"No",1.21,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",4
"Male",18,"Yes","Yes",2.88,3,"Sometimes","No",2.45,"No",1,0.8,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Teen",3
"Male",30,"Yes","Yes",2,3,"Sometimes","No",1.62,"No",0.03,0.1,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Adult",2
"Male",25,"Yes","Yes",1.97,2,"Sometimes","No",2,"No",0,0.5,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Female",18,"Yes","No",3,4,"Sometimes","No",2,"No",1.4,1,"No","Public Transportation","Overweight Level II",1,0,3,2,"Teen",6
"Female",35,"Yes","Yes",2.16,3,"Sometimes","No",1.22,"No",0.5,1.8,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",23,"Yes","Yes",2.99,3,"Sometimes","No",2.41,"No",0.46,0.7,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Female",39,"Yes","Yes",2.94,2,"Sometimes","No",2.44,"No",0.68,0.8,"No","Automobile","Overweight Level II",1,0,3,0,"Middle age",3
"Male",21,"Yes","Yes",1.78,2,"Sometimes","No",2,"No",0.47,0.6,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",2
"Male",22,"Yes","Yes",2.16,3,"Sometimes","No",2.17,"No",0.75,0,"Sometimes","Public Transportation","Overweight Level II",1,1,3,2,"Young adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.85,1.4,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.54,1.2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Male",32,"Yes","Yes",2,2,"Sometimes","No",2.2,"No",1,0,"Sometimes","Automobile","Overweight Level II",1,1,3,0,"Adult",2
"Male",32,"Yes","Yes",2.25,4,"Sometimes","No",1.92,"No",0.41,0,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",30,"Yes","Yes",2.01,4,"Sometimes","No",1.84,"No",0.89,0.4,"No","Automobile","Overweight Level II",1,0,3,0,"Adult",3
"Male",21,"Yes","Yes",2,3,"Sometimes","No",2,"No",2.27,1.3,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
"Female",22,"Yes","Yes",2,3,"Sometimes","No",2,"No",0.15,2,"No","Public Transportation","Overweight Level II",1,0,3,2,"Young adult",4
